@relation carac2008

@attribute Id numeric
@attribute MEANN1 numeric
@attribute DVEST1 numeric
@attribute MIN1 numeric
@attribute MAX1 numeric
@attribute MEANN2 numeric
@attribute DVEST2 numeric
@attribute MIN2 numeric
@attribute MAX2 numeric
@attribute MEANN3 numeric
@attribute DVEST3 numeric
@attribute MIN3 numeric
@attribute MAX3 numeric
@attribute MEANN4 numeric
@attribute DVEST4 numeric
@attribute MIN4 numeric
@attribute MAX4 numeric
@attribute MEANNNDVI numeric
@attribute DVESTNDVI numeric
@attribute MINNDVI numeric
@attribute MAXNDVI numeric
@attribute MEANN_EDG numeric
@attribute DVEST_EDG numeric
@attribute UNIFOR numeric
@attribute ENTROP numeric
@attribute CONTRAS numeric
@attribute IDM numeric
@attribute COVAR numeric
@attribute VARIAN numeric
@attribute CORRELAC numeric
@attribute SKEWNESS numeric
@attribute KURTOSIS numeric
@attribute RVF numeric
@attribute RSF numeric
@attribute FDO numeric
@attribute FML numeric
@attribute MFM numeric
@attribute VFM numeric
@attribute RMM numeric
@attribute DMM numeric
@attribute COMPACT numeric
@attribute SH_INDEX numeric
@attribute FRACTAL numeric
@attribute AREA numeric
@attribute PERIMETER numeric
@attribute 2008_cn {arable,casco,citricos,citricosj,cultivado,edificacion,ensanche,industrial,adosado,unifamiliar,yermo}


@data
874,166.50044,12.991716,62.0233,208.596,131.74891,21.084147,51.0117,194.221,120.58483,16.684724,30.7501,174.581,0.93637452,1.1196248,-0.0449257,4.46746,0.12077909,0.077334726,0.00938859,0.46235301,5.37998,3.79012,0.009671729,2.2058242,4.6921971,0.50035209,24.422545,26.768644,0.91235647,-0.46131836,0.20505215,3.3619871,1.4188075,21.02575,19,118.92453,0.14247502,1.2362785,0,0.81040621,0.98444978,0.99632854,5102.1436,281.2742,arable 
901,171.23836,9.1948006,118.089,200.587,147.90358,11.383856,76.1992,181.267,126.75827,11.595181,61.8488,162.919,0.027471592,0.037436749,-0.0777874,0.946709,0.073901386,0.02140942,0.018606106,0.28927369,4.50985,2.88627,0.023557022,1.8555691,3.5726985,0.52859931,5.5565574,7.3429067,0.75672451,-0.65942662,2.4372106,2.6878129,1.4287529,13.486295,4,46.847841,0.072508692,1.2004886,16,0.36334035,1.4702396,1.1013685,2007.0955,263.47058,arable 
992,174.61147,8.0349172,97.2649,203.79,151.34514,12.374513,52.451,183.426,129.56639,12.709097,40.8572,170.694,1.0134552,0.70445953,-0.100615,3.57243,0.07260544,0.024778999,0.016403519,0.38638255,4.48978,3.72998,0.044061953,1.6789185,3.4088768,0.5945037,6.7774041,8.4818425,0.79904857,-1.1069737,6.535769,2.7484878,1.4752978,11.164385,9,43.130985,0.092675123,1.2004039,5,0.69177022,1.0655259,1.016657,2039.8386,192.49609,arable 
1066,156.41525,11.547347,119.691,190.174,119.11177,12.021378,94.1903,158.958,94.309287,13.211985,67.291,149.702,0.040052452,0.049875527,-0.087759,0.817844,0.13650955,0.018165855,0.05715913,0.18932912,2.55041,1.76877,0.033670963,1.6234874,1.1274144,0.68993,8.2367921,8.8004993,0.935946,-0.12661088,-1.1113603,11.453904,1.4571459,5.3218873,20,39.056157,0.46595609,1.4661372,0,0.45413046,1.3150874,1.070288,2425.3674,259.06181,arable 
1068,185.73693,5.9399434,80.4451,200.587,172.79799,8.7493734,68.2831,185.585,147.38305,9.0539407,42.4121,163.697,0.10595448,0.044676864,-0.0421705,0.510577,0.036543847,0.014026529,0.002470329,0.18389148,1.86228,3.16362,0.24429215,0.94684019,1.4400175,0.80103904,3.1581613,3.8781701,0.81434317,-4.3334703,26.261777,3.7396719,1.2316213,2.1852927,8,15.193328,0.073834713,1.2250947,6,0.47635635,1.2840412,1.0606541,3804.2209,316.79026,arable 
1091,157.87241,9.1952298,33.9903,202.989,136.21041,8.78827,36.6188,187.744,113.41573,7.8224601,20.6431,169.139,0.18762092,0.36899072,-0.219511,6.76656,0.073961968,0.024673543,-0.056591278,0.37933011,1.74702,3.43889,0.18865214,1.0106578,1.470916,0.81985437,3.3930412,4.1284992,0.82185827,-5.9624505,50.213869,5.6931845,1.4013818,5.9611158,20,41.47216,0.25453616,1.2682361,0,0.69893657,1.0600493,1.0130322,7703.2925,372.15534,arable 
1308,172.39526,6.2866822,50.0092,202.189,149.71284,6.5994731,58.9278,184.146,119.86428,7.0345147,18.3107,164.474,0.22255004,0.11141551,-0.212717,1.08541,0.070565575,0.011621969,-0.081869206,0.15619407,1.90008,4.23182,0.21537307,0.97591979,2.0649099,0.82171113,1.2943836,2.3268386,0.55628424,-2.630819,33.303379,1.8687183,1.2626412,5.5547175,5,26.872053,0.017471709,1.0863572,4,0.73262173,1.0353926,1.0080672,5556.6111,308.72375,arable 
1392,168.32004,8.4776485,134.108,201.388,139.44093,11.828057,112.181,189.183,115.99064,13.351082,90.615,177.691,0.098929823,0.064174408,-0.419794,0.695454,0.094785097,0.019542842,0.007984533,0.14316638,1.86953,2.4835,0.1517935,1.2241313,1.2412838,0.7870349,6.9902101,7.6108521,0.91845303,2.4699575,5.7363564,9.3307957,1.5036144,3.8790938,20,35.290941,1.0132888,1.4235976,0,0.44147123,1.3338093,1.0752858,2104.6042,244.75916,arable 
1412,170.05336,16.404012,54.8149,201.388,145.95569,21.474237,47.4135,186.305,122.34292,19.011414,13.6459,162.919,0.14847451,0.20188918,-0.14292,2.01501,0.079723466,0.038479639,0.005267501,0.38638255,6.21992,4.00737,0.008653989,2.2496149,6.4617595,0.43869421,23.910303,27.141183,0.88096024,-0.94893918,0.90300716,4.2437482,1.4457721,28.265938,20,131.56331,0.076559319,1.2346953,0,0.66460397,1.0870849,1.0205371,3400.177,253.5562,arable 
1413,163.0707,4.824112,98.8668,191.776,144.06282,4.8736302,77.6385,176.23,116.36665,4.248167,55.629,153.59,0.17558009,0.085368891,-0.163488,0.507822,0.061946306,0.013030625,0.016061791,0.1392696,1.73705,1.49365,0.1202208,1.1228804,0.6940207,0.7779755,1.0118381,1.3588485,0.74462911,-0.44163658,11.489983,3.8773006,1.3428818,2.0580206,20,15.026742,0.18178632,1.265059,0,0.75440156,1.0203371,1.0049674,3314.7285,234.97823,arable 
1622,178.57276,9.8213004,118.89,197.383,163.64188,11.119011,108.583,187.024,132.84925,12.487847,75.8431,159.809,0.46161348,0.69142962,-0.339458,4.13956,0.04404566,0.011999882,-0.003687303,0.099796125,2.87055,1.96658,0.041095828,1.6328822,1.4998263,0.64924703,6.9582792,7.7081924,0.90271219,-1.2265021,1.3788285,7.2455227,1.3965384,5.2790224,20,37.495054,0.26825379,1.3674028,0,0.71179521,1.0504307,1.0123217,2939.4136,227.80212,arable 
1706,161.01594,11.910264,73.2366,217.406,136.86253,12.179241,45.9742,205.015,114.99572,12.476877,25.3079,198.683,0.13886812,0.24006688,-0.0504284,3.74972,0.081817007,0.018782725,0.015726218,0.29385057,2.29352,3.73247,0.20176551,1.1609725,2.240056,0.78846355,7.1304763,8.2505043,0.86424733,-1.2955341,13.653603,5.4516339,1.6218848,16.181771,14,73.722036,0.30104631,1.2377558,5,0.5454621,1.1999486,1.0490365,1693.252,197.50743,arable 
1763,165.12777,6.9814294,50.8101,198.985,147.62433,6.6273187,35.8992,181.987,114.76935,6.5741205,14.4234,160.587,0.15105415,0.066966247,-0.147989,0.519869,0.056027167,0.01143,-0.011493416,0.20146925,1.65076,3.22868,0.18324889,0.99538572,1.450212,0.8233907,1.4868721,2.2119781,0.67219114,-5.4003598,58.118312,3.0675946,1.0732151,1.1632992,6,20.550021,0.035252736,1.2414228,6,0.76996304,1.0099736,1.0025027,2781.3623,213.05846,arable 
1851,169.79583,9.2324638,37.1941,193.378,153.38499,9.2813237,30.8617,176.949,121.33548,8.8911646,3.53884,154.367,0.055862668,0.069632617,-0.303747,1.65033,0.051092372,0.011470667,0.012761268,0.19611168,1.755,3.75958,0.2195597,0.95037181,1.8270543,0.82842185,3.0272743,3.9408015,0.76818748,-7.5725632,70.145296,4.6066774,1.3898786,7.2140113,8,33.325159,0.1017339,1.2519356,7,0.80510855,0.98768334,0.99704239,4361.2593,260.90576,arable 
1934,167.7271,9.3244166,97.2649,195.781,144.1071,9.7768314,82.676,174.071,117.59438,9.1337853,53.2966,152.035,0.077473886,0.040246351,-0.0787287,0.362502,0.076125196,0.014363764,0.023247253,0.13361449,3.62918,2.95028,0.041592999,1.6462283,2.5732528,0.60921531,4.388024,5.6746504,0.77326772,-1.2060862,1.7487705,3.4498645,1.3545784,8.9362138,20,60.614182,0.15647166,1.2316657,0,0.43061742,1.3505142,1.0733727,3607.0964,324.44271,arable 
2066,184.32466,22.297579,31.5875,195.781,174.70829,24.200412,22.226,186.305,152.29769,24.016099,3.53884,164.474,0.11489886,0.34497683,-0.205359,3.1762,0.029593704,0.032390956,-0.09828939,0.47237639,2.67488,7.06074,0.33302859,0.92976561,6.4972596,0.82494144,28.264317,31.512946,0.89691127,-4.5037173,19.897576,6.0178083,1.6049664,49.981391,19,276.5717,0.38539628,1.3714699,0,0.50916324,1.2419852,1.0588715,1575.2522,197.17482,arable 
2116,144.16731,10.862804,21.1752,202.989,121.26463,9.4179745,34.4599,165.435,104.02701,9.3871836,3.53884,153.59,0.12799134,0.23733058,-0.111188,4.66791,0.086160991,0.028048948,-0.3259688,0.53463813,1.97157,2.76848,0.16316217,1.0753532,1.2358204,0.77832369,4.271352,4.8892622,0.87361893,-5.4931711,42.895591,8.2180272,1.6219248,8.9300562,20,57.543922,0.62736651,1.3862428,0,0.51889476,1.2302838,1.0490415,4683.5933,336.78666,arable 
2150,162.35723,15.839139,42.8007,197.383,139.11882,18.331044,26.5438,183.426,112.38309,17.318104,3.53884,160.587,0.12281954,0.20809059,-0.197308,5.60325,0.07941835,0.026789625,0.020890441,0.23443629,6.20163,4.8512,0.025175622,2.0249862,9.0417613,0.48039498,16.064642,20.585523,0.78038543,-1.4747186,1.9048165,3.0977237,1.693886,56.196413,6,191.38456,0.35907215,1.3227556,10,0.30411767,1.6070305,1.1213074,2493.0295,320.95772,arable 
2233,177.30257,8.4083082,87.6535,202.989,158.98396,12.391147,43.0956,181.267,130.59647,10.444599,23.7529,164.474,0.15109887,0.095602923,-0.0659809,0.872252,0.056033944,0.029242077,0.022721541,0.4602328,2.24802,4.02996,0.11786601,1.2239616,2.3044794,0.7658373,6.5650975,7.7173372,0.85069466,-5.7652952,41.065065,4.1183088,1.3780423,6.4899107,14,34.684065,0.10310383,1.2662475,6,0.51580378,1.2339646,1.0507092,3990.5212,311.80099,arable 
2249,169.48582,9.2431317,26.7818,191.776,148.70069,10.382647,38.0581,178.389,123.49576,9.8635814,17.5332,155.145,0.036978929,0.042555251,-0.0759618,0.813147,0.0657271,0.01623031,-0.2005292,0.13006303,3.14407,2.21354,0.03529614,1.6421279,1.7549897,0.62620062,5.2521676,6.1296624,0.8568445,-2.0815256,15.036579,5.3068395,1.4601342,7.4077582,17,45.827774,0.2896474,1.3142062,3,0.77447638,1.0070264,1.0016263,5490.4319,298.47235,arable 
2321,178.63418,9.0056179,78.0422,201.388,161.74102,13.953804,58.2081,186.305,128.921,16.229023,24.5304,159.809,0.072899487,0.057558198,-0.0224533,1.27641,0.05086811,0.025586737,-0.001714054,0.43020828,4.20312,3.15294,0.032110291,1.7603424,4.4614603,0.56783369,9.7758015,12.006532,0.81420695,-0.36973076,1.1847863,3.242561,1.4155344,10.393117,6,46.960136,0.16607698,1.3363797,12,0.78005781,1.0034172,1.0008021,4944.332,282.22492,arable 
2422,158.71779,10.305358,81.246,199.786,136.78482,11.510177,61.0867,187.024,111.01591,11.316596,37.7473,170.694,0.13882223,0.10779354,-0.0955472,0.719557,0.075014511,0.020966701,0.01155397,0.289732,3.33431,5.70199,0.08016599,1.4627667,4.1800723,0.71451574,5.1518808,7.241917,0.71139739,-0.99940395,9.3774352,2.688634,1.3235954,12.781942,5,53.82148,0.031387098,1.1235325,14,0.58202356,1.1616483,1.0373384,3059.6191,257.02084,arable 
2473,161.78716,31.257523,13.9667,189.373,140.20677,25.633958,23.6652,169.033,113.64504,25.479397,3.53884,145.038,0.28084688,0.5071921,-0.228281,5.38114,0.065279913,0.051203476,-0.44089191,0.21182036,3.03819,4.53919,0.049435624,1.5928963,3.3445296,0.69723288,36.4543,38.126565,0.95613912,-3.2781918,10.27139,24.97902,1.8988071,35.156063,20,332.15978,3.6882848,1.51238,0,0.73018251,1.0371205,1.0091092,2988.4358,226.78336,arable 
2511,168.57807,14.814146,32.3884,187.772,145.86121,15.304423,33.7403,171.912,115.67714,13.332292,5.09378,141.15,0.15931394,0.12430946,-0.217356,0.953463,0.073336884,0.019227473,-0.049126876,0.2058289,3.0902,3.37265,0.08463478,1.4830037,2.9969477,0.66954181,11.842965,13.341439,0.88768274,-3.4097323,14.85468,6.7086662,1.4340243,14.198128,20,105.20932,0.40491427,1.3064076,0,0.72137632,1.0434317,1.0110719,2164.2156,194.16648,arable 
2551,171.78602,7.3311213,97.2649,194.179,149.56576,11.005832,61.8063,183.426,124.97111,9.0511213,49.4093,157.477,0.05045665,0.06499849,-0.120611,0.475199,0.070366978,0.025017169,0.007041185,0.37416536,1.83373,3.36626,0.14035866,1.1265666,1.8978424,0.80757862,5.1837233,6.1326445,0.84526721,-4.700839,26.207735,3.3758473,1.2705159,4.3067612,9,24.839575,0.049753891,1.1814613,11,0.66496399,1.0867906,1.0206519,3165.8689,244.59768,arable 
2632,168.53196,6.0556439,89.2554,204.591,148.76306,6.7033759,71.1617,185.585,115.58136,7.0145566,41.6347,162.919,0.29505008,0.45999823,-0.266376,3.64253,0.062486482,0.014355803,0.011706592,0.14179985,1.83716,2.53491,0.19820374,1.046416,1.150615,0.80240299,1.7527791,2.3280866,0.75288397,-1.0072238,17.231453,3.3465347,1.290373,3.1818631,20,20.190261,0.053508614,1.147714,0,0.70964815,1.0520186,1.013315,2032.6763,189.72192,arable 
2718,100.43238,10.30412,52.412,186.17,87.144486,8.3523584,42.376,172.631,66.723322,7.2866017,25.3079,147.37,0.18127759,0.074301319,-0.153271,0.995973,0.070533752,0.033218726,-0.004491939,0.50748154,2.94984,2.38941,0.051655037,1.484693,1.7063249,0.66004136,2.8042839,3.6574463,0.76673275,2.0836651,14.692808,4.7297203,1.3963843,8.8982127,13,54.810781,0.23483835,1.2951349,7,0.69336944,1.0642964,1.0159845,2432.7754,209.9779,arable 
2740,156.30571,6.8707607,122.895,190.975,141.15798,6.5163084,107.144,177.669,107.36807,6.9568219,68.8459,152.035,0.12562567,0.26001896,-0.391947,1.96115,0.050968291,0.011560415,0.013116836,0.11003773,2.52944,2.21418,0.081878629,1.3567312,1.3909493,0.70443871,1.8327805,2.5282551,0.72491912,-0.44497879,3.029627,3.3567944,1.2722756,3.8290734,20,26.842162,0.067035498,1.1659237,0,0.55697889,1.187478,1.0430716,2918.699,256.61393,arable 
2887,187.23766,11.599453,75.6394,206.994,175.15068,14.292775,58.2081,191.342,146.22781,15.048152,29.9727,173.804,0.50075734,0.63000441,-0.253836,4.11386,0.03430311,0.01845146,-0.002290082,0.18621613,4.73658,5.06587,0.055390998,1.6116563,5.5061604,0.57125553,8.3848753,11.137955,0.75281997,-3.6183045,16.421463,2.4825145,1.3440688,18.647836,6,78.349959,0.039103164,1.1164095,6,0.65622225,1.0940054,1.0243849,1585.9832,174.27245,arable 
