@relation carac2008

@attribute Id numeric
@attribute MEANN1 numeric
@attribute DVEST1 numeric
@attribute MIN1 numeric
@attribute MAX1 numeric
@attribute MEANN2 numeric
@attribute DVEST2 numeric
@attribute MIN2 numeric
@attribute MAX2 numeric
@attribute MEANN3 numeric
@attribute DVEST3 numeric
@attribute MIN3 numeric
@attribute MAX3 numeric
@attribute MEANN4 numeric
@attribute DVEST4 numeric
@attribute MIN4 numeric
@attribute MAX4 numeric
@attribute MEANNNDVI numeric
@attribute DVESTNDVI numeric
@attribute MINNDVI numeric
@attribute MAXNDVI numeric
@attribute MEANN_EDG numeric
@attribute DVEST_EDG numeric
@attribute UNIFOR numeric
@attribute ENTROP numeric
@attribute CONTRAS numeric
@attribute IDM numeric
@attribute COVAR numeric
@attribute VARIAN numeric
@attribute CORRELAC numeric
@attribute SKEWNESS numeric
@attribute KURTOSIS numeric
@attribute RVF numeric
@attribute RSF numeric
@attribute FDO numeric
@attribute FML numeric
@attribute MFM numeric
@attribute VFM numeric
@attribute RMM numeric
@attribute DMM numeric
@attribute COMPACT numeric
@attribute SH_INDEX numeric
@attribute FRACTAL numeric
@attribute AREA numeric
@attribute PERIMETER numeric
@attribute 2008_cn {arable,casco,citricos,citricosj,cultivado,edificacion,ensanche,industrial,adosado,unifamiliar,yermo}


@data
27046,152.92869,38.039449,49.2082,218.207,136.89101,36.916319,54.6099,205.015,115.45397,39.669074,10.536,196.35,5.1227636,2.7611199,-0.172592,9.99866,0.057879971,0.035240926,-0.14131331,0.22265153,11.2913,8.83663,0.004762602,2.6232047,26.485184,0.35845155,68.933705,82.176297,0.83885144,-0.19078253,-0.75024434,4.4727519,1.6981452,225.86003,15,1224.5939,0.66750909,1.5597729,5,0.58429418,1.159389,1.0546416,224.35059,69.462876,casco 
27047,156.04019,45.980225,46.8054,210.999,143.21391,40.328817,46.6938,196.38,117.68435,44.444362,11.3135,178.469,5.474623,3.3188723,-0.64369,10.5125,0.039635192,0.039767362,-0.096994362,0.23521427,11.8701,9.92396,0.006647269,2.5380475,28.53673,0.37819809,82.654308,96.922673,0.8527861,-0.76923145,-0.72532208,7.4900139,1.5160878,145.67436,19,1830.4718,2.7026397,1.8357403,0,0.5649403,1.1790811,1.0615656,210.93262,68.497628,casco 
27098,163.05083,42.166693,52.412,218.207,140.36939,36.830398,44.5349,199.258,111.49412,39.149305,6.64871,181.578,6.6330298,1.9092138,-0.118891,11.9887,0.072960724,0.042580515,-0.10480974,0.21571577,11.4762,9.02762,0.006143853,2.5872252,28.745251,0.36397248,67.577121,81.949747,0.82461659,-0.61207884,-0.68019981,5.5810711,1.6494658,206.90825,11,1008.1383,0.5337486,1.3042933,5,0.43727426,1.340195,1.1025435,302.18604,93.189112,casco 
27099,148.1479,45.013224,45.2035,198.184,131.51589,37.5594,40.9367,179.108,96.367924,34.58509,4.31631,151.257,9.889628,1.7811451,4.36441,15.9464,0.054389791,0.03944708,-0.074456023,0.18099497,10.4452,8.04174,0.011815083,2.3535905,23.009413,0.3811258,72.835806,84.340512,0.86359217,-0.68603838,-1.0315136,7.3242419,1.8996421,248.87846,13,1652.3986,2.3691051,1.4340647,7,0.58450344,1.1591814,1.0614541,122.40088,51.298382,casco 
27119,145.21319,43.023492,41.9998,215.004,130.34655,37.153591,36.6188,198.539,105.01809,38.381356,5.87124,190.908,6.6533918,1.861186,0.166433,9.01326,0.050468972,0.032865843,-0.10858326,0.18043055,10.4349,9.91176,0.008641604,2.448726,28.447115,0.41852694,70.767308,84.990866,0.83264604,-0.42222049,-0.81033603,5.5527063,1.7038533,234.63283,9,1422.1261,1.5271319,1.6345902,0,0.47066709,1.2917784,1.1047601,132.65332,59.512348,casco 
27120,140.32043,39.25388,30.7865,217.406,126.0475,31.743399,45.9742,187.744,103.62618,37.098906,16.7558,180.024,6.16941,2.3483241,-0.474876,9.61697,0.048232569,0.038985957,-0.19785712,0.1483623,9.98485,7.03166,0.004907606,2.5513536,19.508839,0.33472749,48.572441,58.326861,0.83276282,-0.27816167,-0.74675783,7.4084222,2.005586,209.15041,7,820.80159,1.4242143,1.6167148,10,0.48997485,1.266071,1.0953231,141.15601,60.168298,casco 
27136,110.00256,63.926015,13.9667,204.591,104.16899,51.05121,28.7028,184.865,69.499862,45.022844,3.53884,157.477,5.6702127,2.4557243,-0.136044,13.2186,-0.015793347,0.11627174,-0.42523176,0.16066953,7.96836,7.76466,0.012434544,2.3381645,18.338239,0.48135736,151.50649,160.67561,0.94293397,0.15026885,-1.7030231,19.541834,2.0936244,228.69577,20,2706.0141,9.1157959,1.5875904,0,0.51888423,1.2302963,1.0740956,268.87769,80.695085,casco 
27140,167.31126,34.60539,54.0139,215.004,129.67562,25.847342,57.4885,202.137,116.5653,29.742054,19.8656,185.466,6.3667744,1.547725,1.49294,8.48896,0.1248752,0.057160011,-0.031161473,0.24500467,11.4082,8.03141,0.008624526,2.3733447,23.161624,0.33536292,24.510533,36.091345,0.67912495,-0.55873718,0.089538244,3.4102555,1.6057472,212.71201,6,818.99884,0.35799165,1.4276539,5,0.43497566,1.3437314,1.1316505,88.979492,50.701105,casco 
27167,145.60515,44.682686,28.3837,208.596,130.78592,36.522197,34.4599,191.342,102.14324,37.570914,3.53884,169.139,5.8716288,2.7351509,-0.0311661,12.4009,0.043692157,0.05444607,-0.25810557,0.13697338,10.6568,8.39403,0.005403657,2.611248,26.515583,0.37045496,68.732838,81.99063,0.83830114,-0.50851946,-0.50165319,5.3415332,1.6963898,260.2945,20,1843.7215,1.0843096,1.6085476,0,0.55498699,1.1896071,1.0611739,291.89014,81.296762,casco 
27169,128.29776,40.305788,17.9714,206.994,108.95768,35.649453,24.3849,186.305,89.173969,36.143669,3.53884,173.804,5.6567777,2.260837,0.274286,9.59574,0.080965206,0.086686847,-0.17930432,0.46017461,9.16086,7.77075,0.007565954,2.5554529,20.103717,0.41138955,66.700769,76.752627,0.86903565,-0.10350138,-0.76842757,5.2810396,1.753367,231.75119,10,1076.0871,0.76023039,1.4382419,7,0.40868606,1.3862771,1.1136549,313.43872,98.171709,casco 
27172,166.55824,38.144519,47.6064,206.193,147.27189,35.79589,43.0956,192.062,120.37675,35.26356,15.2008,182.356,5.917896,1.7676842,1.36624,8.76293,0.061963709,0.03902329,-0.081450953,0.23458793,10.9975,8.18106,0.009392831,2.3844244,27.414119,0.38015352,57.461366,71.168426,0.80739971,-0.76739018,-0.469179,4.010335,1.6004979,217.86884,11,937.38158,0.29073219,1.3886609,9,0.5546541,1.189964,1.0749179,103.85864,48.508198,casco 
27192,165.37794,41.122384,28.3837,207.795,149.54172,37.41767,33.7403,199.978,113.64186,36.382194,3.53884,172.249,7.4288022,1.1692389,1.575,11.002,0.048746071,0.039488809,-0.14560727,0.21284037,11.0518,9.4063,0.009646298,2.4011262,32.194232,0.39904019,69.504316,85.601432,0.81195272,-1.2707217,0.76172409,6.0806427,1.7272286,202.24511,11,1147.9425,1.1468091,1.5148172,9,0.51315569,1.2371443,1.0822473,176.75757,65.791437,casco 
27194,150.06582,37.555219,22.7771,204.591,126.90404,38.894093,25.8242,185.585,108.2659,39.90892,3.53884,173.804,2.6593233,1.3872802,-0.117317,4.90135,0.091523735,0.096907331,-0.25118703,0.4674258,11.5977,8.79352,0.004956074,2.5990942,29.027115,0.322258,80.63518,95.148738,0.84746453,-0.8389349,-0.48112421,3.9372263,1.5447047,195.12428,9,923.89204,0.36021633,1.4143662,8,0.51551029,1.2343158,1.0808856,182.23486,66.650283,casco 
27195,145.71913,35.813841,19.5733,203.79,129.86654,32.131817,36.6188,186.305,103.39492,33.198997,3.53884,171.471,3.9567392,2.091199,0.0421352,9.25643,0.055013276,0.048139994,-0.30334318,0.21818679,11.0873,8.36382,0.006324859,2.5595103,26.613355,0.37180506,50.487316,63.793993,0.79141175,-0.62254427,-0.23825578,3.6349171,1.5397561,190.46044,9,921.60568,0.37861427,1.4183791,6,0.49903465,1.2545258,1.0879285,173.77759,66.151008,casco 
28953,158.53845,34.3377,25.9809,213.402,139.16026,31.450245,25.8242,199.978,122.41888,34.819785,3.53884,189.353,5.7257665,1.3583851,0.719982,7.83902,0.065021282,0.031220763,-0.11487534,0.17785791,12.3006,9.98593,0.010039717,2.5193841,35.163231,0.36177853,40.878365,58.459981,0.69925382,-0.88915437,0.8351017,2.9322709,1.4711692,189.45897,7,874.19738,0.25656905,1.3897396,10,0.64367584,1.104616,1.0369951,216.79858,65.057827,casco 
28956,164.60471,46.114489,60.4215,208.596,150.93798,45.86615,58.9278,198.539,118.14533,52.867712,8.20364,184.688,6.8195665,2.5527438,0.544136,11.8036,0.044931862,0.035969017,-0.064913012,0.18258285,9.32596,9.38652,0.033348025,2.1525077,26.591475,0.47655478,121.03336,134.3291,0.90102117,-0.80147234,-1.0116817,8.8723987,1.7198326,172.53024,12,1274.4244,2.0711891,1.5547647,0,0.46394854,1.3010981,1.111423,112.67334,55.243428,casco 
29457,130.29265,58.926003,13.9667,209.397,111.98554,51.101753,23.6652,190.623,92.529339,55.73364,3.53884,182.356,5.6283068,1.6211818,0.374384,7.42879,0.063452177,0.076179309,-0.28506434,0.22131772,11.1287,9.06765,0.011713003,2.4338805,26.877979,0.36419011,149.17197,162.61096,0.91735496,-0.42892906,-1.1628918,9.7212255,1.8060168,287.89693,14,3068.5201,5.6219747,1.7270486,0,0.77609695,1.0059745,1.0027665,74.166748,34.653856,casco 
29501,162.65728,21.37382,78.8432,195.781,137.10253,23.14539,60.3671,171.912,120.99656,24.00047,24.5304,162.919,4.5118388,1.4014409,0.034584,6.4521,0.088157468,0.030963559,0.041289586,0.2376849,4.76512,5.26323,0.02716228,1.9196116,7.7390313,0.59533725,29.275781,33.145296,0.88325596,-0.44397895,-0.70000165,5.7892354,2.1095829,87.559421,12,416.05217,1.8189566,1.5565592,7,0.75756,1.0182078,1.0075073,122.37305,45.054618,casco 
29507,132.24645,28.433765,45.2035,200.587,111.52486,26.520168,38.0581,187.024,94.647806,28.887334,9.75857,170.694,8.1218373,0.82990866,2.92172,9.36567,0.087869244,0.034285567,0.025094835,0.28001716,10.3831,8.67893,0.015782939,2.3030108,27.787124,0.37907972,28.194069,42.087631,0.66988966,-0.11462179,0.11577007,2.3244521,1.7026326,244.38607,5,732.95468,0.27941029,1.2951412,13,0.55378437,1.1908981,1.0790988,82.885254,43.368383,casco 
29509,152.92071,33.924124,52.412,208.596,131.8384,32.407942,41.6563,194.221,106.12637,36.056091,3.53884,183.133,5.6809159,2.3814675,-0.139888,9.45785,0.077454943,0.027748697,0.004459707,0.20832992,8.5755,8.75761,0.01371172,2.319539,20.783691,0.46530127,53.035455,63.4273,0.83616131,-0.67233413,0.038083756,4.8688064,1.6561803,155.10221,15,941.62618,0.78445775,1.4151885,0,0.55244344,1.1923425,1.0642528,238.85645,73.710526,casco 
29528,143.08245,47.23193,21.9762,215.805,112.47797,44.129193,22.226,181.267,89.161897,41.466644,3.53884,167.584,5.2732806,2.9180921,-0.0912523,11.5956,0.12764507,0.11386734,-0.096175157,0.51279051,10.5673,8.97949,0.006004047,2.5631809,24.357867,0.38924616,108.06364,120.24257,0.89871363,-0.3689912,-1.0349465,6.8275709,1.6007311,196.28417,19,1812.7593,1.6397007,1.6621222,0,0.49935864,1.2541187,1.0895917,156.77026,62.810246,casco 
29530,140.04649,45.19332,21.9762,194.98,120.90161,37.881482,24.3849,170.472,95.678197,39.262999,3.53884,141.928,5.3577026,4.1808878,-0.00431252,11.8678,0.065932942,0.047905032,-0.1713308,0.21939974,9.23685,9.14626,0.013355932,2.3336874,22.604629,0.45225437,77.488582,88.790897,0.87270864,-1.1089682,0.15740919,5.3427357,1.5686635,217.39028,10,1305.5356,0.80033962,1.611185,4,0.54393946,1.201627,1.0686462,210.90259,69.802441,casco 
29531,126.33503,49.499898,23.578,195.781,106.28123,40.537801,23.6652,171.912,83.180224,45.760918,3.53884,161.364,5.3151287,1.7189928,0.0653076,10.7494,0.076649516,0.075287997,-0.21048772,0.37150609,9.33176,8.36185,0.009922911,2.4162821,22.486373,0.4392463,91.021682,102.26487,0.89005817,-0.63258309,-0.97374618,7.4499203,1.818605,269.23493,19,2279.1175,2.4532032,1.4876371,0,0.59404581,1.1498336,1.0530972,192.27612,63.776055,casco 
29553,147.32077,37.880226,44.4026,215.004,127.49348,35.163799,40.217,194.221,103.8551,38.20028,5.87124,191.686,7.0571582,1.7361038,0.0176449,10.8159,0.074957882,0.028478011,0.010244441,0.18950118,11.9218,9.96367,0.006949942,2.5724816,32.801904,0.39489616,59.992868,76.39382,0.78531049,-0.65890588,-0.36459755,3.4688683,1.6442196,266.48406,18,1603.5788,0.62849968,1.3499983,0,0.62738053,1.1188695,1.041483,224.79199,67.101131,casco 
29555,150.62082,41.2662,19.5733,203.79,131.1102,38.477556,22.226,184.146,107.89932,38.610311,3.53884,176.914,6.9188403,1.5842174,0.00861931,9.3679,0.071251291,0.029615687,-0.1094578,0.21608241,11.1474,9.21887,0.006802852,2.5698797,30.700191,0.39016289,77.076607,92.426703,0.83392142,-0.78917432,-0.015666152,4.0392693,1.5917689,249.48146,16,1617.6571,0.70364382,1.3791571,4,0.62782454,1.1184738,1.0407387,243.89746,69.869789,casco 
29565,157.23057,37.101019,33.1894,206.994,129.22969,35.791384,25.1045,180.548,101.27737,39.959492,3.53884,159.032,6.6032736,1.9449605,0.0186939,9.10595,0.10598091,0.045434172,-0.018781145,0.38387917,9.2061,9.11058,0.009769368,2.424673,23.396028,0.447523,67.405681,79.103695,0.85211798,-1.1724411,0.8117466,4.558932,1.7306947,220.61981,13,1235.6589,0.93732756,1.3521085,7,0.62835045,1.1180056,1.0408712,234.72827,68.51516,casco 
29567,152.23898,37.951991,37.995,214.203,124.10243,37.415957,22.226,192.062,103.83834,38.528782,3.53884,188.576,6.2707239,2.3754316,-0.0799179,9.3442,0.11100529,0.069297998,0.031390862,0.5208267,9.30464,8.34627,0.008776738,2.4808449,20.533001,0.42549727,75.666255,85.932755,0.88052867,-0.71187543,-0.16616068,4.8898874,1.5812129,171.20069,20,1080.9636,0.52518012,1.528634,0,0.64013982,1.1076627,1.0373278,239.5105,68.569312,casco 
59,135.72257,32.70625,28.3837,217.406,82.030816,36.26237,21.5063,170.472,73.813549,34.290524,3.53884,155.922,0.95618789,0.68941285,-0.793201,2.52674,0.27028689,0.14004251,-0.06166623,0.63291006,13.1915,8.54066,0.005210704,2.6309601,32.072757,0.2895493,63.98225,80.018628,0.79959193,0.5140525,-1.1637204,2.4257716,1.6160989,271.68276,8,992.24768,0.22824837,1.2201995,12,0.6222665,1.1234577,1.0257814,8355.2141,410.76697,citricos 
86,131.17568,49.372248,13.9667,215.805,105.39352,46.983736,21.5063,186.305,87.228465,49.158648,3.53884,172.249,0.78787136,0.71666955,-0.367035,2.84135,0.11858166,0.095863687,-0.36276233,0.59014486,18.0335,11.3864,0.002006077,2.8871596,56.643275,0.23526815,105.82299,134.14463,0.78887237,-0.064799671,-1.4823214,2.9767946,1.7304642,598.15793,7,2099.7902,0.40494195,1.3060697,13,0.60215529,1.1420647,1.0313908,4738.5247,314.46496,citricos 
108,119.09845,41.057596,18.7724,217.406,60.161756,34.477773,21.5063,185.585,51.551309,32.111378,3.53884,158.255,0.88208756,0.73959405,-0.107398,4.87849,0.3458213,0.12512762,-0.11529555,0.5952078,8.74071,7.10981,0.007828808,2.3737044,12.943107,0.38337574,63.696917,70.168471,0.90777121,2.0073103,3.9548795,4.5089025,1.8105285,303.0292,8,1229.1686,0.77195525,1.3997801,12,0.38461899,1.4289913,1.089272,2972.9988,311.66422,citricos 
225,107.07201,35.558371,13.9667,198.985,87.075358,34.125893,21.5063,184.865,66.501847,33.763704,3.53884,159.809,0.59594142,0.64328683,-0.0953426,5.00488,0.11015191,0.097147034,-0.30683375,0.57268912,13.4493,8.14875,0.003402592,2.7351849,28.922748,0.2723006,54.519708,68.981082,0.79035739,0.12050442,-0.53983541,3.1326129,1.6299757,254.27331,7,924.51338,0.28042498,1.2755976,10,0.77220458,1.0085066,1.0021243,2907.7297,217.5283,citricos 
322,132.70453,33.416349,24.379,217.406,94.635632,31.777243,21.5063,194.221,80.548998,32.799284,3.53884,180.801,0.77954266,0.73172383,-0.385788,5.84895,0.17661924,0.093644864,-0.1584068,0.57121229,14.6553,7.51268,0.002145343,2.799409,30.528148,0.2358801,46.139677,61.403751,0.75141463,0.21621414,-0.6063009,2.4686914,1.5722426,258.83997,6,872.44386,0.16693339,1.2239402,9,0.56983129,1.17401,1.035925,7563.7217,408.41301,citricos 
345,115.21515,48.611417,14.7677,217.406,74.604459,39.657896,21.5063,179.828,62.436733,42.102353,3.53884,165.252,1.0197558,0.71586324,-0.206373,2.75855,0.22081537,0.13026377,-0.32546698,0.63077614,18.6628,10.6793,0.002581056,2.8362136,56.431682,0.22431703,66.410194,94.626035,0.70181736,0.6399843,-0.71286969,2.4788823,1.6537369,623.19451,6,2116.1913,0.28880459,1.3050479,8,0.69315238,1.064463,1.0167882,1706.4651,175.88924,citricos 
406,138.556,29.303302,29.1847,216.606,107.45575,28.795409,23.6652,177.669,90.972522,28.976811,3.53884,161.364,0.37441791,3.8452764,-1.07512,356.872,0.13263164,0.066240653,-0.15703205,0.58958496,10.7983,6.4366,0.003317862,2.6369171,19.251716,0.30371161,41.161724,50.787582,0.81046827,-0.42309272,-0.518331,3.0797918,1.7256075,202.3082,6,705.80722,0.45541541,1.4008432,11,0.52958471,1.2178035,1.0422539,11236.258,516.35463,citricos 
419,126.45836,45.607114,13.9667,218.207,90.018786,43.433508,21.5063,179.828,75.771434,44.226193,3.53884,163.697,0.67080958,0.67989193,-0.20505,2.62195,0.18669028,0.12788827,-0.35621103,0.63292499,16.6407,9.55694,0.002128544,2.8445547,43.994233,0.22876061,92.000661,113.99778,0.80703908,0.18629881,-1.3961468,2.9213182,1.6910673,492.04706,7,1761.5955,0.36301998,1.3152724,12,0.72110194,1.0436301,1.010725,2874.6934,223.82179,citricos 
422,133.30783,37.981379,22.7771,217.406,80.786621,36.354978,21.5063,179.828,69.820544,36.6471,3.53884,162.919,0.096715052,0.095958098,-0.113752,1.62737,0.26465834,0.12803485,-0.18509915,0.62617108,16.1761,9.15458,0.002921735,2.7810977,40.210379,0.22936543,58.231797,78.336986,0.74334998,0.6331253,-0.73568223,2.1749773,1.5773037,382.90504,7,1280.4754,0.14138,1.1802923,8,0.59362877,1.1502374,1.0376616,1690.7754,189.18662,citricos 
428,126.85461,32.524169,21.9762,218.207,96.120994,26.745352,21.5063,176.949,78.959052,27.467931,3.53884,155.145,0.41590486,0.42422858,-0.255804,2.36382,0.13915423,0.082220159,-0.19760895,0.63475541,10.8878,8.24861,0.006323316,2.5333036,21.297542,0.36129975,32.921392,43.570162,0.75559488,-0.55821505,-0.2275169,2.9875885,1.6443229,228.13673,6,790.04691,0.29506952,1.283028,5,0.65446733,1.0954712,1.022752,3027.6296,241.10839,citricos 
521,129.12143,32.809943,20.3743,208.596,95.752277,35.9207,21.5063,180.548,77.561209,33.839737,3.53884,153.59,0.72468972,0.68379363,-0.290735,3.23948,0.16649617,0.10869637,-0.062117683,0.60883668,13.0124,7.8296,0.00426655,2.6815243,29.152226,0.28586239,63.959291,78.535404,0.81440074,-0.07695387,-1.3010252,2.7030654,1.6552003,260.93267,6,897.64846,0.30626116,1.3352699,10,0.30035519,1.6170646,1.1109381,5793.6475,492.33805,citricos 
668,144.91042,32.207507,35.5922,205.392,119.88095,31.549557,30.8617,187.024,100.88486,33.19314,3.53884,173.026,0.39266827,0.46721713,-0.14794,2.44222,0.10101578,0.037729624,-0.042309734,0.3348539,11.0725,8.1708,0.008974042,2.4876977,22.288957,0.35320164,49.478109,60.622587,0.81616623,-0.86201386,-0.37951764,3.6128375,1.8580375,246.36106,6,845.94644,0.72313303,1.4787789,10,0.60861164,1.1359908,1.0313264,3430.4363,266.13959,citricos 
669,120.43733,33.279759,17.1705,212.601,89.427622,27.712011,21.5063,190.623,75.49062,28.562229,3.53884,166.807,0.32657246,0.6943431,-0.135536,7.74598,0.14968722,0.082133171,-0.21442251,0.58014631,11.2526,7.09562,0.005877835,2.5825351,21.784539,0.31941381,35.199875,46.092144,0.7636849,0.36363997,1.065203,2.922814,1.614006,232.66539,6,797.27778,0.2369705,1.2568491,8,0.70952276,1.0521115,1.0126703,3036.9946,231.92298,citricos 
709,145.71615,34.248122,34.7913,208.596,112.5174,33.902476,21.5063,179.828,97.622239,35.219979,3.53884,158.255,0.41458506,0.44887222,-0.0290737,2.29492,0.13929358,0.062097368,-0.030033504,0.47904846,13.8411,8.73506,0.003458977,2.7041415,31.485602,0.27765927,54.835349,70.57815,0.77694512,-0.61423707,-0.74152081,2.7935903,1.7199507,302.28288,6,998.33856,0.36383417,1.305122,12,0.60724781,1.1372658,1.0324785,2753.8083,238.72001,citricos 
764,140.39517,38.501125,23.578,202.989,117.80549,39.067651,21.5063,181.267,98.354115,39.832235,3.53884,161.364,0.39625949,0.44075555,-0.228851,2.2175,0.099496738,0.06241827,-0.16683388,0.54228351,14.9726,10.7683,0.004285501,2.6965476,40.941771,0.28998453,72.395467,92.866353,0.77956617,-0.7365011,-0.78908049,2.707699,1.6478171,354.6491,5,1133.3851,0.26592936,1.3344767,4,0.56050258,1.1837395,1.0430584,2527.2148,238.03302,citricos 
847,146.94161,35.273963,30.7865,205.392,121.72551,36.648453,25.1045,178.389,98.839482,36.494117,3.53884,159.032,0.58708713,0.54330314,-0.197472,5.45542,0.10548912,0.05564924,-0.038912321,0.49122182,14.3499,10.5326,0.01149477,2.5210627,38.402981,0.32679842,63.270761,82.472252,0.76717635,-0.86862583,-0.67594839,2.7101346,1.7004531,321.58566,6,1062.3563,0.33122885,1.292911,11,0.55773931,1.1866682,1.040303,4881.1594,331.62771,citricos 
851,113.44001,36.601907,25.1799,208.596,67.641938,28.18469,21.5063,166.155,56.467803,29.606232,3.53884,149.702,1.5465169,0.90104121,-0.38868,3.17479,0.25423127,0.13202168,-0.21373653,0.5952078,11.7561,7.75605,0.006077621,2.5328967,22.306786,0.3097718,36.896185,48.049578,0.7678774,1.0383112,0.36502158,2.9352749,1.7187649,328.05413,8,1148.6448,0.33086602,1.243829,11,0.54174643,1.2040566,1.0465778,2903.2686,259.50786,citricos 
1029,121.70823,46.194494,19.5733,216.606,88.81657,43.392224,21.5063,187.024,73.822792,44.899381,3.53884,170.694,0.76023455,0.60529116,-0.0535107,2.30706,0.17201235,0.11283066,-0.21856672,0.56364103,17.5969,10.7584,0.002373837,2.8552563,50.334053,0.23061149,86.758533,111.92556,0.77514496,0.37877323,-1.2222513,2.6755134,1.6736374,537.27856,7,1825.159,0.27330636,1.2539328,12,0.640926,1.1069831,1.0255995,2809.2173,234.6895,citricos 
1145,142.96876,34.065442,22.7771,215.805,111.78865,34.089013,28.7028,196.38,96.108996,35.21052,6.64871,177.691,0.59457024,0.58483155,-0.94603,8.23473,0.13051825,0.065824804,-0.23346305,0.42111388,13.4281,7.38438,0.002414827,2.7629606,30.289184,0.26349112,54.866242,70.010834,0.78368216,-0.1359892,-1.020444,3.1467502,1.6452332,237.94823,5,761.41772,0.26344765,1.3467361,9,0.48280067,1.2754429,1.0612107,2833.7983,271.58481,citricos 
1177,134.89377,31.778907,29.1847,200.587,108.42053,28.407476,25.1045,179.108,88.235202,29.697086,3.53884,153.59,0.30230366,0.39038893,-0.581165,2.16495,0.11203208,0.03938341,-0.06166623,0.50189953,12.325,8.66527,0.005527481,2.6187207,25.620244,0.32706631,36.275538,49.08566,0.73902517,-0.48606144,0.085374862,2.7473029,1.6316142,232.17918,5,725.2254,0.21856839,1.2854661,9,0.43305029,1.3467153,1.0827515,1331.7817,196.58587,citricos 
1266,158.63258,33.490743,43.6016,212.601,130.34418,39.818923,23.6652,182.706,113.26158,40.153362,3.53884,168.362,0.451227,0.45823111,-0.101608,2.28432,0.11430847,0.076792423,-0.002179793,0.52683826,12.6679,10.2207,0.008265644,2.5556555,33.142348,0.35672263,80.596019,97.167192,0.82945711,-0.82570494,-0.75626321,3.0261338,1.7083724,262.55667,8,1006.1817,0.43330704,1.3141715,12,0.6204222,1.1251263,1.0268513,6511.687,363.16838,citricos 
1311,134.5046,42.009484,24.379,214.203,114.42328,39.416045,22.226,169.033,90.28933,39.956378,3.53884,141.15,0.44482598,0.44088568,-0.472233,1.81739,0.086524793,0.051590186,-0.20066033,0.48073131,14.9565,10.6623,0.009779109,2.5654929,42.799121,0.3225396,73.699845,95.099405,0.77497693,-0.5788112,-1.1777326,2.9320416,1.7426075,446.97569,6,1537.2176,0.46629381,1.3796418,9,0.54259739,1.2031121,1.0452399,3550.0696,286.73752,citricos 
1406,108.83925,39.103446,14.7677,218.207,68.519439,33.755014,21.5063,199.978,57.514499,34.038097,3.53884,195.573,1.4823583,0.91270658,-0.56115,5.30499,0.23513107,0.13621549,-0.35271214,0.66114048,12.0066,7.93999,0.005513177,2.6021192,23.260428,0.30970745,57.588542,69.218756,0.83197886,1.2485488,1.19453,3.3554439,1.6678107,304.32208,9,1163.2634,0.31610264,1.2522499,10,0.52584467,1.2221266,1.038673,32009.124,874.60729,citricos 
1753,124.48831,41.547086,21.1752,209.397,88.668034,43.445413,21.5063,194.94,72.977714,43.056472,3.53884,175.359,0.65073456,0.5031303,-0.12788,2.15534,0.19516546,0.12176123,-0.089654588,0.61894941,17.9617,10.9674,0.002465389,2.8382734,52.011726,0.23117528,88.35219,114.35805,0.77259264,0.31567367,-1.3416975,2.2394477,1.5762119,444.14261,7,1564.2982,0.17624432,1.2067144,11,0.73296271,1.0351517,1.008821,2522.7166,207.96882,citricos 
1898,126.83256,31.913683,14.7677,204.591,94.540917,26.180629,21.5063,178.389,79.900556,27.748765,3.53884,157.477,1.8148806,1.2231107,-0.0148449,5.44071,0.14662554,0.061352171,-0.21114251,0.46731227,11.0906,7.84757,0.007037259,2.5330141,21.254177,0.34646808,29.862404,40.489493,0.73753466,-0.10690961,0.70201912,2.8585644,1.7027071,250.36881,5,751.13894,0.28002762,1.3024588,5,0.71746614,1.0462711,1.0120228,1852.7717,180.14209,citricos 
1991,135.0358,45.175447,17.1705,218.207,59.355559,27.760104,21.5063,174.79,56.265603,30.090583,3.53884,159.032,1.2827043,0.80116579,-0.0530128,5.19546,0.39266735,0.13086101,-0.13149631,0.71629401,11.509,7.06277,0.005464346,2.5262079,21.795919,0.30741139,34.284632,45.182591,0.75880181,1.041365,0.77184629,3.2754505,1.7039399,438.6009,7,1632.9076,0.4423823,1.3680342,12,0.8072128,0.98639515,0.99667949,3830.2539,244.18821,citricos 
2051,101.24276,42.903779,18.7724,206.994,75.872652,41.356808,21.5063,183.426,59.128256,41.175318,3.53884,159.032,0.99969428,0.71012643,-0.0504494,2.93436,0.16315975,0.10852267,-0.29469942,0.53114313,15.634,10.6147,0.00606816,2.6482925,42.250825,0.28144097,80.372798,101.49821,0.79186419,0.71433786,-0.93617566,2.9888962,1.6312645,388.76902,6,1346.4039,0.27498685,1.3290456,12,0.65974175,1.0910834,1.0209819,4060.9519,278.11978,citricos 
2159,133.78852,36.62733,29.9856,217.406,96.120934,39.868617,21.5063,193.501,81.438089,39.659666,3.53884,180.801,0.92605185,0.83583182,-0.828392,19.0586,0.18326939,0.11435755,-0.095736581,0.6364416,14.8093,8.88973,0.002982075,2.7800446,34.755399,0.2580835,78.507687,95.885386,0.81876592,0.41696632,-1.1487341,2.7741554,1.6017876,291.02013,6,985.63907,0.20915266,1.2614055,14,0.77487365,1.0067682,1.0015782,5156.7197,289.18533,citricos 
